,time,prices,market_id
0,2026-06-11 19:30:18,0.5,91438075725912507065204840374441177105894562299709775407975376718522321533148
1,2026-06-11 20:00:04,0.5,91438075725912507065204840374441177105894562299709775407975376718522321533148
2,2026-06-11 20:30:04,0.5,91438075725912507065204840374441177105894562299709775407975376718522321533148
3,2026-06-11 21:00:04,0.5,91438075725912507065204840374441177105894562299709775407975376718522321533148
4,2026-06-11 21:30:03,0.5,91438075725912507065204840374441177105894562299709775407975376718522321533148
5,2026-06-11 22:00:04,0.955,91438075725912507065204840374441177105894562299709775407975376718522321533148
6,2026-06-11 22:30:18,0.95,91438075725912507065204840374441177105894562299709775407975376718522321533148
7,2026-06-11 23:00:03,0.95,91438075725912507065204840374441177105894562299709775407975376718522321533148
8,2026-06-11 23:30:17,0.95,91438075725912507065204840374441177105894562299709775407975376718522321533148
9,2026-06-12 00:00:04,0.95,91438075725912507065204840374441177105894562299709775407975376718522321533148
10,2026-06-12 00:30:03,0.955,91438075725912507065204840374441177105894562299709775407975376718522321533148
11,2026-06-12 01:00:04,0.955,91438075725912507065204840374441177105894562299709775407975376718522321533148
12,2026-06-12 01:30:04,0.955,91438075725912507065204840374441177105894562299709775407975376718522321533148
13,2026-06-12 02:00:03,0.955,91438075725912507065204840374441177105894562299709775407975376718522321533148
14,2026-06-12 02:30:03,0.955,91438075725912507065204840374441177105894562299709775407975376718522321533148
15,2026-06-12 03:00:03,0.95,91438075725912507065204840374441177105894562299709775407975376718522321533148
16,2026-06-12 03:30:03,0.955,91438075725912507065204840374441177105894562299709775407975376718522321533148
17,2026-06-12 04:00:03,0.95,91438075725912507065204840374441177105894562299709775407975376718522321533148
18,2026-06-12 04:30:04,0.955,91438075725912507065204840374441177105894562299709775407975376718522321533148
19,2026-06-12 05:00:03,0.955,91438075725912507065204840374441177105894562299709775407975376718522321533148
20,2026-06-12 05:30:05,0.955,91438075725912507065204840374441177105894562299709775407975376718522321533148
21,2026-06-12 06:00:05,0.95,91438075725912507065204840374441177105894562299709775407975376718522321533148
22,2026-06-12 06:30:04,0.95,91438075725912507065204840374441177105894562299709775407975376718522321533148
23,2026-06-12 07:00:06,0.95,91438075725912507065204840374441177105894562299709775407975376718522321533148
24,2026-06-12 07:30:03,0.515,91438075725912507065204840374441177105894562299709775407975376718522321533148
25,2026-06-12 08:00:03,0.515,91438075725912507065204840374441177105894562299709775407975376718522321533148
26,2026-06-12 08:30:04,0.515,91438075725912507065204840374441177105894562299709775407975376718522321533148
27,2026-06-12 09:00:04,0.51,91438075725912507065204840374441177105894562299709775407975376718522321533148
28,2026-06-12 09:30:04,0.5,91438075725912507065204840374441177105894562299709775407975376718522321533148
29,2026-06-12 10:00:04,0.515,91438075725912507065204840374441177105894562299709775407975376718522321533148
